"Season","round","homeTeam","awayTeam","snitch","homeGoals","awayGoals"
2018,7,"Norway Unspeakables","Ireland Griffins","Ireland Griffins",15,11
2018,7,"Durhamstrang","Wales Longshots","Durhamstrang",7,3
2018,7,"England Nightmares","Scotland Squirrels","England Nightmares",5,9
2018,8,"United States Chimeras","New Zealand Daemons","New Zealand Daemons",0,5
2018,8,"France Hippogriffs Firsts","Australia Centurions","Australia Centurions",7,1
2018,8,"Denmark Horntails","Japan Falcons","Japan Falcons",13,8
2018,8,"Malaysia Tornadoes","Germany Werewolves","Malaysia Tornadoes",9,13
2018,8,"Pakistan Swans","France Thestrals","Pakistan Swans",15,13
2018,8,"Turkey Knights","Ireland Griffins","Ireland Griffins",0,3
2018,8,"South Africa Snidgets","Wales Longshots","South Africa Snidgets",7,3
2018,8,"Norway Unspeakables","Scotland Squirrels","Norway Unspeakables",1,2
2018,8,"Durhamstrang","England Nightmares","England Nightmares",13,2
2018,9,"United States Chimeras","Australia Centurions","United States Chimeras",14,15
2018,9,"New Zealand Daemons","Japan Falcons","New Zealand Daemons",8,10
2018,9,"France Hippogriffs Firsts","Germany Werewolves","France Hippogriffs Firsts",15,9
2018,9,"Denmark Horntails","France Thestrals","France Thestrals",12,10
2018,9,"Malaysia Tornadoes","Ireland Griffins","Malaysia Tornadoes",15,15
2018,9,"Pakistan Swans","Wales Longshots","Pakistan Swans",0,12
2018,9,"Turkey Knights","Scotland Squirrels","Turkey Knights",10,0
2018,9,"South Africa Snidgets","England Nightmares","England Nightmares",8,0
2018,9,"Norway Unspeakables","Durhamstrang","Norway Unspeakables",14,1
2018,10,"United States Chimeras","Japan Falcons","United States Chimeras",4,9
2018,10,"Australia Centurions","Germany Werewolves","Germany Werewolves",9,0
2018,10,"New Zealand Daemons","France Thestrals","France Thestrals",12,4
2018,10,"France Hippogriffs Firsts","Ireland Griffins","Ireland Griffins",7,3
2018,10,"Denmark Horntails","Wales Longshots","Wales Longshots",11,5
2018,10,"Malaysia Tornadoes","Scotland Squirrels","Scotland Squirrels",10,9
2018,10,"Pakistan Swans","England Nightmares","England Nightmares",9,11
2018,10,"Turkey Knights","Durhamstrang","Turkey Knights",6,3
2018,10,"South Africa Snidgets","Norway Unspeakables","South Africa Snidgets",15,7
2018,11,"United States Chimeras","Germany Werewolves","United States Chimeras",3,6
2018,11,"Japan Falcons","France Thestrals","France Thestrals",8,3
2018,11,"Australia Centurions","Ireland Griffins","Ireland Griffins",11,7
2018,11,"New Zealand Daemons","Wales Longshots","New Zealand Daemons",0,11
2018,11,"France Hippogriffs Firsts","Scotland Squirrels","Scotland Squirrels",5,2
2018,11,"Denmark Horntails","England Nightmares","England Nightmares",15,3
2018,11,"Malaysia Tornadoes","Durhamstrang","Durhamstrang",1,9
2018,11,"Pakistan Swans","Norway Unspeakables","Norway Unspeakables",1,7
2018,11,"Turkey Knights","South Africa Snidgets","South Africa Snidgets",12,9
2018,12,"United States Chimeras","France Thestrals","United States Chimeras",5,6
2018,12,"Germany Werewolves","Ireland Griffins","Germany Werewolves",12,2
2018,12,"Japan Falcons","Wales Longshots","Wales Longshots",10,5
2018,12,"Australia Centurions","Scotland Squirrels","Scotland Squirrels",1,4
2018,12,"New Zealand Daemons","England Nightmares","England Nightmares",14,5
2018,12,"France Hippogriffs Firsts","Durhamstrang","Durhamstrang",9,12
2018,12,"Denmark Horntails","Norway Unspeakables","Norway Unspeakables",2,3
2018,12,"Malaysia Tornadoes","South Africa Snidgets","South Africa Snidgets",7,4
2018,12,"Pakistan Swans","Turkey Knights","Turkey Knights",5,13
2018,13,"United States Chimeras","Ireland Griffins","United States Chimeras",14,0
2018,13,"France Thestrals","Wales Longshots","France Thestrals",9,11
2018,13,"Germany Werewolves","Scotland Squirrels","Scotland Squirrels",9,13
2018,13,"Japan Falcons","England Nightmares","England Nightmares",0,2
2018,13,"Australia Centurions","Durhamstrang","Durhamstrang",11,0
2018,13,"New Zealand Daemons","Norway Unspeakables","New Zealand Daemons",15,15
2018,13,"France Hippogriffs Firsts","South Africa Snidgets","France Hippogriffs Firsts",11,5
2018,13,"Denmark Horntails","Turkey Knights","Denmark Horntails",11,13
2018,13,"Malaysia Tornadoes","Pakistan Swans","Malaysia Tornadoes",13,10
2018,14,"United States Chimeras","Wales Longshots","United States Chimeras",9,2
2018,14,"Ireland Griffins","Scotland Squirrels","Ireland Griffins",3,3
2018,14,"France Thestrals","England Nightmares","England Nightmares",1,14
2018,14,"Germany Werewolves","Durhamstrang","Germany Werewolves",10,15
2018,14,"Japan Falcons","Norway Unspeakables","Norway Unspeakables",8,12
2018,14,"Australia Centurions","South Africa Snidgets","South Africa Snidgets",1,0
2018,14,"New Zealand Daemons","Turkey Knights","New Zealand Daemons",6,13
2018,14,"France Hippogriffs Firsts","Pakistan Swans","France Hippogriffs Firsts",14,3
2018,14,"Denmark Horntails","Malaysia Tornadoes","Malaysia Tornadoes",10,14
2018,15,"United States Chimeras","Scotland Squirrels","Scotland Squirrels",13,8
2018,15,"Wales Longshots","England Nightmares","Wales Longshots",8,5
2018,15,"Ireland Griffins","Durhamstrang","Ireland Griffins",3,6
2018,15,"France Thestrals","Norway Unspeakables","France Thestrals",2,14
2018,15,"Germany Werewolves","South Africa Snidgets","South Africa Snidgets",14,1
2018,15,"Japan Falcons","Turkey Knights","Turkey Knights",12,2
2018,15,"Australia Centurions","Pakistan Swans","Australia Centurions",10,6
2018,15,"New Zealand Daemons","Malaysia Tornadoes","New Zealand Daemons",14,8
2018,15,"France Hippogriffs Firsts","Denmark Horntails","France Hippogriffs Firsts",5,6
2018,16,"United States Chimeras","England Nightmares","United States Chimeras",13,2
2018,16,"Scotland Squirrels","Durhamstrang","Scotland Squirrels",10,6
2018,16,"Wales Longshots","Norway Unspeakables","Wales Longshots",10,15
2018,16,"Ireland Griffins","South Africa Snidgets","South Africa Snidgets",13,10
2018,16,"France Thestrals","Turkey Knights","France Thestrals",10,6
2018,16,"Germany Werewolves","Pakistan Swans","Germany Werewolves",1,13
2018,16,"Japan Falcons","Malaysia Tornadoes","Japan Falcons",4,11
2018,16,"Australia Centurions","Denmark Horntails","Denmark Horntails",1,14
2018,16,"New Zealand Daemons","France Hippogriffs Firsts","France Hippogriffs Firsts",9,3
2018,17,"United States Chimeras","Durhamstrang","United States Chimeras",8,0
2018,17,"England Nightmares","Norway Unspeakables","England Nightmares",7,7
2018,17,"Scotland Squirrels","South Africa Snidgets","South Africa Snidgets",4,14
2018,17,"Wales Longshots","Turkey Knights","Turkey Knights",7,8
2018,17,"Ireland Griffins","Pakistan Swans","Pakistan Swans",15,10
2018,17,"France Thestrals","Malaysia Tornadoes","France Thestrals",13,8
2018,17,"Germany Werewolves","Denmark Horntails","Denmark Horntails",1,2
2018,17,"Japan Falcons","France Hippogriffs Firsts","France Hippogriffs Firsts",15,7
2018,17,"Australia Centurions","New Zealand Daemons","New Zealand Daemons",8,3
2018,18,"Norway Unspeakables","United States Chimeras","Norway Unspeakables",2,15
2018,18,"South Africa Snidgets","Durhamstrang","Durhamstrang",6,10
2018,18,"Turkey Knights","England Nightmares","England Nightmares",3,13
2018,18,"Pakistan Swans","Scotland Squirrels","Pakistan Swans",15,4
2018,18,"Malaysia Tornadoes","Wales Longshots","Malaysia Tornadoes",0,6
2018,18,"Denmark Horntails","Ireland Griffins","Ireland Griffins",3,3
2018,18,"France Hippogriffs Firsts","France Thestrals","France Hippogriffs Firsts",5,14
2018,18,"New Zealand Daemons","Germany Werewolves","New Zealand Daemons",11,6
2018,18,"Australia Centurions","Japan Falcons","Japan Falcons",9,8
2018,19,"South Africa Snidgets","United States Chimeras","South Africa Snidgets",7,11
2018,19,"Turkey Knights","Norway Unspeakables","Norway Unspeakables",4,12
2018,19,"Pakistan Swans","Durhamstrang","Pakistan Swans",15,4
2018,19,"Malaysia Tornadoes","England Nightmares","England Nightmares",10,13
2018,19,"Denmark Horntails","Scotland Squirrels","Denmark Horntails",13,14
2018,19,"France Hippogriffs Firsts","Wales Longshots","France Hippogriffs Firsts",10,11
2018,19,"New Zealand Daemons","Ireland Griffins","New Zealand Daemons",15,4
2018,19,"Australia Centurions","France Thestrals","Australia Centurions",10,0
2018,19,"Japan Falcons","Germany Werewolves","Japan Falcons",7,9
2018,20,"Turkey Knights","United States Chimeras","Turkey Knights",12,13
2018,20,"Pakistan Swans","South Africa Snidgets","South Africa Snidgets",3,3
2018,20,"Malaysia Tornadoes","Norway Unspeakables","Norway Unspeakables",6,2
2018,20,"Denmark Horntails","Durhamstrang","Durhamstrang",9,3
2018,20,"France Hippogriffs Firsts","England Nightmares","England Nightmares",12,13
2018,20,"New Zealand Daemons","Scotland Squirrels","New Zealand Daemons",14,15
2018,20,"Australia Centurions","Wales Longshots","Wales Longshots",7,12
2018,20,"Japan Falcons","Ireland Griffins","Japan Falcons",3,3
2018,20,"Germany Werewolves","France Thestrals","Germany Werewolves",13,6
2018,21,"Pakistan Swans","United States Chimeras","Pakistan Swans",4,1
2018,21,"Malaysia Tornadoes","Turkey Knights","Turkey Knights",4,13
2018,21,"Denmark Horntails","South Africa Snidgets","South Africa Snidgets",5,7
2018,21,"France Hippogriffs Firsts","Norway Unspeakables","France Hippogriffs Firsts",8,4
2018,21,"New Zealand Daemons","Durhamstrang","Durhamstrang",3,5
2018,21,"Australia Centurions","England Nightmares","England Nightmares",5,5
2018,21,"Japan Falcons","Scotland Squirrels","Japan Falcons",9,5
2018,21,"Germany Werewolves","Wales Longshots","Germany Werewolves",2,12
2018,21,"France Thestrals","Ireland Griffins","France Thestrals",9,15
2018,22,"Malaysia Tornadoes","United States Chimeras","Malaysia Tornadoes",6,2
2018,22,"Denmark Horntails","Pakistan Swans","Denmark Horntails",6,9
2018,22,"France Hippogriffs Firsts","Turkey Knights","Turkey Knights",8,1
2018,22,"New Zealand Daemons","South Africa Snidgets","New Zealand Daemons",3,3
2018,22,"Australia Centurions","Norway Unspeakables","Australia Centurions",5,8
2018,22,"Japan Falcons","Durhamstrang","Japan Falcons",3,6
2018,22,"Germany Werewolves","England Nightmares","England Nightmares",7,13
2018,22,"France Thestrals","Scotland Squirrels","Scotland Squirrels",15,12
2018,22,"Ireland Griffins","Wales Longshots","Wales Longshots",4,5
2018,23,"Denmark Horntails","United States Chimeras","Denmark Horntails",12,1
2018,23,"France Hippogriffs Firsts","Malaysia Tornadoes","Malaysia Tornadoes",8,14
2018,23,"New Zealand Daemons","Pakistan Swans","Pakistan Swans",9,14
2018,23,"Australia Centurions","Turkey Knights","Turkey Knights",14,13
2018,23,"Japan Falcons","South Africa Snidgets","South Africa Snidgets",3,5
2018,23,"Germany Werewolves","Norway Unspeakables","Norway Unspeakables",11,7
2018,23,"France Thestrals","Durhamstrang","France Thestrals",3,1
2018,23,"Ireland Griffins","England Nightmares","Ireland Griffins",7,4
2018,23,"Wales Longshots","Scotland Squirrels","Scotland Squirrels",10,4
2018,24,"France Hippogriffs Firsts","United States Chimeras","United States Chimeras",8,4
2018,24,"New Zealand Daemons","Denmark Horntails","Denmark Horntails",10,14
2018,24,"Australia Centurions","Malaysia Tornadoes","Australia Centurions",11,10
2018,24,"Japan Falcons","Pakistan Swans","Japan Falcons",0,3
2018,24,"Germany Werewolves","Turkey Knights","Turkey Knights",15,4
2018,24,"France Thestrals","South Africa Snidgets","South Africa Snidgets",1,0
2018,24,"Ireland Griffins","Norway Unspeakables","Norway Unspeakables",10,4
2018,24,"Wales Longshots","Durhamstrang","Wales Longshots",0,9
2018,24,"Scotland Squirrels","England Nightmares","Scotland Squirrels",5,14
2018,25,"New Zealand Daemons","United States Chimeras","United States Chimeras",10,5
2018,25,"Australia Centurions","France Hippogriffs Firsts","France Hippogriffs Firsts",7,4
2018,25,"Japan Falcons","Denmark Horntails","Japan Falcons",9,10
2018,25,"Germany Werewolves","Malaysia Tornadoes","Germany Werewolves",12,5
2018,25,"France Thestrals","Pakistan Swans","France Thestrals",7,1
2018,25,"Ireland Griffins","Turkey Knights","Turkey Knights",0,1
2018,25,"Wales Longshots","South Africa Snidgets","Wales Longshots",14,2
2018,25,"Scotland Squirrels","Norway Unspeakables","Scotland Squirrels",4,5
2018,25,"England Nightmares","Durhamstrang","Durhamstrang",11,13
2018,26,"Australia Centurions","United States Chimeras","United States Chimeras",6,12
2018,26,"Japan Falcons","New Zealand Daemons","Japan Falcons",3,3
2018,26,"Germany Werewolves","France Hippogriffs Firsts","France Hippogriffs Firsts",11,7
2018,26,"France Thestrals","Denmark Horntails","Denmark Horntails",1,1
2018,26,"Ireland Griffins","Malaysia Tornadoes","Malaysia Tornadoes",12,12
2018,26,"Wales Longshots","Pakistan Swans","Wales Longshots",12,6
2018,26,"Scotland Squirrels","Turkey Knights","Turkey Knights",5,9
2018,26,"England Nightmares","South Africa Snidgets","England Nightmares",6,1
2018,26,"Durhamstrang","Norway Unspeakables","Norway Unspeakables",8,7
2018,27,"Japan Falcons","United States Chimeras","United States Chimeras",11,12
2018,27,"Germany Werewolves","Australia Centurions","Australia Centurions",2,2
2018,27,"France Thestrals","New Zealand Daemons","France Thestrals",4,6
2018,27,"Ireland Griffins","France Hippogriffs Firsts","France Hippogriffs Firsts",12,0
2018,27,"Wales Longshots","Denmark Horntails","Denmark Horntails",15,11
2018,27,"Scotland Squirrels","Malaysia Tornadoes","Malaysia Tornadoes",12,1
2018,27,"England Nightmares","Pakistan Swans","Pakistan Swans",0,7
2018,27,"Durhamstrang","Turkey Knights","Turkey Knights",6,1
2018,27,"Norway Unspeakables","South Africa Snidgets","South Africa Snidgets",8,12
2018,28,"Germany Werewolves","United States Chimeras","United States Chimeras",12,6
2018,28,"France Thestrals","Japan Falcons","France Thestrals",14,11
2018,28,"Ireland Griffins","Australia Centurions","Australia Centurions",1,10
2018,28,"Wales Longshots","New Zealand Daemons","New Zealand Daemons",1,15
2018,28,"Scotland Squirrels","France Hippogriffs Firsts","Scotland Squirrels",4,14
2018,28,"England Nightmares","Denmark Horntails","England Nightmares",11,9
2018,28,"Durhamstrang","Malaysia Tornadoes","Durhamstrang",8,11
2018,28,"Norway Unspeakables","Pakistan Swans","Pakistan Swans",1,10
2018,28,"South Africa Snidgets","Turkey Knights","Turkey Knights",1,13
2018,29,"France Thestrals","United States Chimeras","France Thestrals",2,0
2018,29,"Ireland Griffins","Germany Werewolves","Germany Werewolves",6,1
2018,29,"Wales Longshots","Japan Falcons","Wales Longshots",6,12
2018,29,"Scotland Squirrels","Australia Centurions","Australia Centurions",5,8
2018,29,"England Nightmares","New Zealand Daemons","New Zealand Daemons",15,4
2018,29,"Durhamstrang","France Hippogriffs Firsts","France Hippogriffs Firsts",4,7
2018,29,"Norway Unspeakables","Denmark Horntails","Norway Unspeakables",0,5
2018,29,"South Africa Snidgets","Malaysia Tornadoes","South Africa Snidgets",14,10
2018,29,"Turkey Knights","Pakistan Swans","Pakistan Swans",14,12
2018,30,"Ireland Griffins","United States Chimeras","United States Chimeras",2,3
2018,30,"Wales Longshots","France Thestrals","Wales Longshots",4,0
2018,30,"Scotland Squirrels","Germany Werewolves","Germany Werewolves",8,5
2018,30,"England Nightmares","Japan Falcons","Japan Falcons",1,2
2018,30,"Durhamstrang","Australia Centurions","Durhamstrang",14,9
2018,30,"Norway Unspeakables","New Zealand Daemons","Norway Unspeakables",6,6
2018,30,"South Africa Snidgets","France Hippogriffs Firsts","France Hippogriffs Firsts",11,10
2018,30,"Turkey Knights","Denmark Horntails","Turkey Knights",13,14
2018,30,"Pakistan Swans","Malaysia Tornadoes","Malaysia Tornadoes",1,11
2018,31,"Wales Longshots","United States Chimeras","United States Chimeras",13,8
2018,31,"Scotland Squirrels","Ireland Griffins","Scotland Squirrels",0,12
2018,31,"England Nightmares","France Thestrals","France Thestrals",5,5
2018,31,"Durhamstrang","Germany Werewolves","Germany Werewolves",3,5
2018,31,"Norway Unspeakables","Japan Falcons","Norway Unspeakables",12,7
2018,31,"South Africa Snidgets","Australia Centurions","Australia Centurions",12,3
2018,31,"Turkey Knights","New Zealand Daemons","Turkey Knights",0,14
2018,31,"Pakistan Swans","France Hippogriffs Firsts","France Hippogriffs Firsts",13,5
2018,31,"Malaysia Tornadoes","Denmark Horntails","Denmark Horntails",2,8
2018,32,"Scotland Squirrels","United States Chimeras","United States Chimeras",11,10
2018,32,"England Nightmares","Wales Longshots","Wales Longshots",12,12
2018,32,"Durhamstrang","Ireland Griffins","Durhamstrang",15,2
2018,32,"Norway Unspeakables","France Thestrals","France Thestrals",12,0
2018,32,"South Africa Snidgets","Germany Werewolves","Germany Werewolves",7,13
2018,32,"Turkey Knights","Japan Falcons","Turkey Knights",9,13
2018,32,"Pakistan Swans","Australia Centurions","Australia Centurions",0,12
2018,32,"Malaysia Tornadoes","New Zealand Daemons","Malaysia Tornadoes",12,9
2018,32,"Denmark Horntails","France Hippogriffs Firsts","France Hippogriffs Firsts",14,10
2018,33,"England Nightmares","United States Chimeras","England Nightmares",1,3
2018,33,"Durhamstrang","Scotland Squirrels","Scotland Squirrels",14,6
2018,33,"Norway Unspeakables","Wales Longshots","Norway Unspeakables",11,8
2018,33,"South Africa Snidgets","Ireland Griffins","Ireland Griffins",3,11
2018,33,"Turkey Knights","France Thestrals","Turkey Knights",11,9
2018,33,"Pakistan Swans","Germany Werewolves","Germany Werewolves",7,12
2018,33,"Malaysia Tornadoes","Japan Falcons","Japan Falcons",10,13
2018,33,"Denmark Horntails","Australia Centurions","Australia Centurions",6,6
2018,33,"France Hippogriffs Firsts","New Zealand Daemons","New Zealand Daemons",5,14
2018,34,"Durhamstrang","United States Chimeras","United States Chimeras",15,8
2018,34,"Norway Unspeakables","England Nightmares","Norway Unspeakables",3,12
2018,34,"South Africa Snidgets","Scotland Squirrels","Scotland Squirrels",5,8
2018,34,"Turkey Knights","Wales Longshots","Turkey Knights",14,3
2018,34,"Pakistan Swans","Ireland Griffins","Ireland Griffins",1,9
2018,34,"Malaysia Tornadoes","France Thestrals","France Thestrals",6,8
2018,34,"Denmark Horntails","Germany Werewolves","Germany Werewolves",13,15
2018,34,"France Hippogriffs Firsts","Japan Falcons","France Hippogriffs Firsts",3,14
2018,34,"New Zealand Daemons","Australia Centurions","Australia Centurions",2,0
2019,1,"United States Chimeras","Iceland Quidlings","Iceland Quidlings",5,1
2019,1,"Durhamstrang","India Direwolves","Durhamstrang",1,12
2019,1,"England Nightmares","Norway Unspeakables","England Nightmares",14,7
2019,1,"Scotland Squirrels","South Africa Snidgets","South Africa Snidgets",10,4
2019,1,"Wales Longshots","Turkey Knights","Turkey Knights",13,13
2019,1,"Ireland Griffins","Pakistan Swans","Ireland Griffins",13,12
2019,1,"France Thestrals","Malaysia Tornadoes","Malaysia Tornadoes",6,4
2019,1,"Germany Werewolves","Denmark Horntails","Germany Werewolves",15,4
2019,1,"Japan Falcons","France Hippogriffs Firsts","Japan Falcons",8,8
2019,1,"Australia Centurions","New Zealand Daemons","New Zealand Daemons",8,14
2019,2,"United States Chimeras","India Direwolves","India Direwolves",10,1
2019,2,"Iceland Quidlings","Norway Unspeakables","Iceland Quidlings",6,9
2019,2,"Durhamstrang","South Africa Snidgets","Durhamstrang",0,6
2019,2,"England Nightmares","Turkey Knights","England Nightmares",2,12
2019,2,"Scotland Squirrels","Pakistan Swans","Pakistan Swans",13,6
2019,2,"Wales Longshots","Malaysia Tornadoes","Wales Longshots",4,9
2019,2,"Ireland Griffins","Denmark Horntails","Ireland Griffins",10,4
2019,2,"France Thestrals","France Hippogriffs Firsts","France Thestrals",2,13
2019,2,"Germany Werewolves","New Zealand Daemons","New Zealand Daemons",5,9
2019,2,"Japan Falcons","Australia Centurions","Australia Centurions",4,15
2019,3,"United States Chimeras","Norway Unspeakables","Norway Unspeakables",0,3
2019,3,"India Direwolves","South Africa Snidgets","India Direwolves",11,14
2019,3,"Iceland Quidlings","Turkey Knights","Turkey Knights",14,4
2019,3,"Durhamstrang","Pakistan Swans","Pakistan Swans",9,14
2019,3,"England Nightmares","Malaysia Tornadoes","England Nightmares",4,0
2019,3,"Scotland Squirrels","Denmark Horntails","Scotland Squirrels",10,4
2019,3,"Wales Longshots","France Hippogriffs Firsts","Wales Longshots",12,1
2019,3,"Ireland Griffins","New Zealand Daemons","Ireland Griffins",4,1
2019,3,"France Thestrals","Australia Centurions","Australia Centurions",7,1
2019,3,"Germany Werewolves","Japan Falcons","Germany Werewolves",8,15
2019,4,"United States Chimeras","South Africa Snidgets","South Africa Snidgets",7,11
2019,4,"Norway Unspeakables","Turkey Knights","Turkey Knights",14,15
2019,4,"India Direwolves","Pakistan Swans","India Direwolves",14,12
2019,4,"Iceland Quidlings","Malaysia Tornadoes","Iceland Quidlings",4,0
2019,4,"Durhamstrang","Denmark Horntails","Denmark Horntails",15,3
2019,4,"England Nightmares","France Hippogriffs Firsts","England Nightmares",3,8
2019,4,"Scotland Squirrels","New Zealand Daemons","Scotland Squirrels",8,13
2019,4,"Wales Longshots","Australia Centurions","Wales Longshots",4,2
2019,4,"Ireland Griffins","Japan Falcons","Ireland Griffins",14,10
2019,4,"France Thestrals","Germany Werewolves","Germany Werewolves",5,7
2019,5,"United States Chimeras","Turkey Knights","Turkey Knights",15,5
2019,5,"South Africa Snidgets","Pakistan Swans","Pakistan Swans",9,1
2019,5,"Norway Unspeakables","Malaysia Tornadoes","Norway Unspeakables",2,15
2019,5,"India Direwolves","Denmark Horntails","India Direwolves",1,8
2019,5,"Iceland Quidlings","France Hippogriffs Firsts","France Hippogriffs Firsts",10,8
2019,5,"Durhamstrang","New Zealand Daemons","New Zealand Daemons",13,13
2019,5,"England Nightmares","Australia Centurions","Australia Centurions",1,8
2019,5,"Scotland Squirrels","Japan Falcons","Japan Falcons",0,14
2019,5,"Wales Longshots","Germany Werewolves","Germany Werewolves",3,7
2019,5,"Ireland Griffins","France Thestrals","France Thestrals",8,0
2019,6,"United States Chimeras","Pakistan Swans","Pakistan Swans",12,12
2019,6,"Turkey Knights","Malaysia Tornadoes","Malaysia Tornadoes",14,2
2019,6,"South Africa Snidgets","Denmark Horntails","South Africa Snidgets",12,11
2019,6,"Norway Unspeakables","France Hippogriffs Firsts","Norway Unspeakables",7,8
2019,6,"India Direwolves","New Zealand Daemons","India Direwolves",2,14
2019,6,"Iceland Quidlings","Australia Centurions","Australia Centurions",13,8
2019,6,"Durhamstrang","Japan Falcons","Japan Falcons",13,11
2019,6,"England Nightmares","Germany Werewolves","Germany Werewolves",13,1
2019,6,"Scotland Squirrels","France Thestrals","Scotland Squirrels",1,3
2019,6,"Wales Longshots","Ireland Griffins","Wales Longshots",14,7
2019,7,"United States Chimeras","Malaysia Tornadoes","United States Chimeras",13,13
2019,7,"Pakistan Swans","Denmark Horntails","Denmark Horntails",4,2
2019,7,"Turkey Knights","France Hippogriffs Firsts","France Hippogriffs Firsts",9,7
2019,7,"South Africa Snidgets","New Zealand Daemons","South Africa Snidgets",3,10
2019,7,"Norway Unspeakables","Australia Centurions","Australia Centurions",2,9
2019,7,"India Direwolves","Japan Falcons","India Direwolves",3,9
2019,7,"Iceland Quidlings","Germany Werewolves","Germany Werewolves",5,0
2019,7,"Durhamstrang","France Thestrals","France Thestrals",10,5
2019,7,"England Nightmares","Ireland Griffins","Ireland Griffins",0,10
2019,7,"Scotland Squirrels","Wales Longshots","Scotland Squirrels",3,6
2019,8,"United States Chimeras","Denmark Horntails","United States Chimeras",9,0
2019,8,"Malaysia Tornadoes","France Hippogriffs Firsts","France Hippogriffs Firsts",12,14
2019,8,"Pakistan Swans","New Zealand Daemons","New Zealand Daemons",6,2
2019,8,"Turkey Knights","Australia Centurions","Turkey Knights",15,12
2019,8,"South Africa Snidgets","Japan Falcons","South Africa Snidgets",5,14
2019,8,"Norway Unspeakables","Germany Werewolves","Norway Unspeakables",11,2
2019,8,"India Direwolves","France Thestrals","India Direwolves",11,13
2019,8,"Iceland Quidlings","Ireland Griffins","Ireland Griffins",9,12
2019,8,"Durhamstrang","Wales Longshots","Wales Longshots",0,3
2019,8,"England Nightmares","Scotland Squirrels","England Nightmares",13,1
2019,9,"United States Chimeras","France Hippogriffs Firsts","United States Chimeras",6,13
2019,9,"Denmark Horntails","New Zealand Daemons","Denmark Horntails",3,2
2019,9,"Malaysia Tornadoes","Australia Centurions","Malaysia Tornadoes",1,14
2019,9,"Pakistan Swans","Japan Falcons","Pakistan Swans",8,5
2019,9,"Turkey Knights","Germany Werewolves","Turkey Knights",6,13
2019,9,"South Africa Snidgets","France Thestrals","South Africa Snidgets",8,4
2019,9,"Norway Unspeakables","Ireland Griffins","Norway Unspeakables",8,5
2019,9,"India Direwolves","Wales Longshots","Wales Longshots",12,14
2019,9,"Iceland Quidlings","Scotland Squirrels","Scotland Squirrels",9,12
2019,9,"Durhamstrang","England Nightmares","England Nightmares",3,5
2019,10,"United States Chimeras","New Zealand Daemons","New Zealand Daemons",7,10
2019,10,"France Hippogriffs Firsts","Australia Centurions","Australia Centurions",8,8
2019,10,"Denmark Horntails","Japan Falcons","Japan Falcons",14,2
2019,10,"Malaysia Tornadoes","Germany Werewolves","Malaysia Tornadoes",13,12
2019,10,"Pakistan Swans","France Thestrals","France Thestrals",10,10
2019,10,"Turkey Knights","Ireland Griffins","Turkey Knights",4,3
2019,10,"South Africa Snidgets","Wales Longshots","Wales Longshots",3,8
2019,10,"Norway Unspeakables","Scotland Squirrels","Norway Unspeakables",1,10
2019,10,"India Direwolves","England Nightmares","England Nightmares",9,6
2019,10,"Iceland Quidlings","Durhamstrang","Durhamstrang",8,13
2019,11,"United States Chimeras","Australia Centurions","United States Chimeras",15,3
2019,11,"New Zealand Daemons","Japan Falcons","Japan Falcons",3,2
2019,11,"France Hippogriffs Firsts","Germany Werewolves","France Hippogriffs Firsts",7,11
2019,11,"Denmark Horntails","France Thestrals","Denmark Horntails",11,0
2019,11,"Malaysia Tornadoes","Ireland Griffins","Ireland Griffins",15,3
2019,11,"Pakistan Swans","Wales Longshots","Wales Longshots",15,9
2019,11,"Turkey Knights","Scotland Squirrels","Turkey Knights",10,10
2019,11,"South Africa Snidgets","England Nightmares","South Africa Snidgets",15,12
2019,11,"Norway Unspeakables","Durhamstrang","Norway Unspeakables",5,8
2019,11,"India Direwolves","Iceland Quidlings","Iceland Quidlings",11,7
2019,12,"United States Chimeras","Japan Falcons","United States Chimeras",6,0
2019,12,"Australia Centurions","Germany Werewolves","Australia Centurions",4,4
2019,12,"New Zealand Daemons","France Thestrals","New Zealand Daemons",3,9
2019,12,"France Hippogriffs Firsts","Ireland Griffins","Ireland Griffins",3,4
2019,12,"Denmark Horntails","Wales Longshots","Denmark Horntails",8,1
2019,12,"Malaysia Tornadoes","Scotland Squirrels","Malaysia Tornadoes",4,10
2019,12,"Pakistan Swans","England Nightmares","Pakistan Swans",15,1
2019,12,"Turkey Knights","Durhamstrang","Turkey Knights",5,9
2019,12,"South Africa Snidgets","Iceland Quidlings","Iceland Quidlings",4,15
2019,12,"Norway Unspeakables","India Direwolves","India Direwolves",6,4
2019,13,"United States Chimeras","Germany Werewolves","United States Chimeras",4,6
2019,13,"Japan Falcons","France Thestrals","Japan Falcons",15,6
2019,13,"Australia Centurions","Ireland Griffins","Australia Centurions",6,2
2019,13,"New Zealand Daemons","Wales Longshots","Wales Longshots",6,7
2019,13,"France Hippogriffs Firsts","Scotland Squirrels","France Hippogriffs Firsts",7,5
2019,13,"Denmark Horntails","England Nightmares","England Nightmares",9,10
2019,13,"Malaysia Tornadoes","Durhamstrang","Malaysia Tornadoes",1,2
2019,13,"Pakistan Swans","Iceland Quidlings","Pakistan Swans",7,15
2019,13,"Turkey Knights","India Direwolves","India Direwolves",3,13
2019,13,"South Africa Snidgets","Norway Unspeakables","South Africa Snidgets",15,2
